"","year","coherence_z","coherence_pvalue","turnover_z","turnover_pvalue","boundary_index","boundary_P","pattern"
"1",1977,1.3782157627359,0.168136681964209,2.38089703417521,0.0172705385792726,1.9,0.250228882281128,"Random"
"2",1978,1.33364716893556,0.182319516587718,2.33050516290861,0.0197794674657125,1.9,0.250228882281128,"Random"
"3",1979,1.36733830613476,0.171519290136824,2.40534602275763,0.0161571591765146,1.9,0.250228882281128,"Random"
"4",1980,1.37927579063502,0.167809737854535,2.39320242310273,0.016702023604298,1.9,0.250228882281128,"Random"
"5",1981,1.45834468860048,0.144745558227015,2.35945782172512,0.018301661233004,1.9,0.250228882281128,"Random"
"6",1982,1.33733751378673,0.181112491044644,2.37204653488587,0.0176898625823438,1.9,0.250228882281128,"Random"
"7",1983,1.38801242924226,0.165133260362915,2.36572714098013,0.0179947011886538,1.9,0.250228882281128,"Random"
"8",1984,1.38450380975804,0.166204242362232,2.50303109395729,0.0123134725513981,1.9,0.250228882281128,"Random"
"9",1985,1.40101215040063,0.161210439732481,2.4034959581592,0.0162391465304511,1.9,0.250228882281128,"Random"
"10",1986,1.37392343485919,0.169465453392669,2.37944545617858,0.0173387088117731,1.9,0.250228882281128,"Random"
"11",1987,1.36393744263787,0.17258725520389,2.41275664599877,0.0158323865600324,1.9,0.250228882281128,"Random"
"12",1988,1.37943960974658,0.167759253793842,2.26842648916682,0.0233032247805859,1.9,0.250228882281128,"Random"
"13",1989,1.39394538873485,0.163334096537421,2.30800245987097,0.0209989996743146,1.9,0.250228882281128,"Random"
"14",1990,1.2853776381732,0.198660351583492,2.31045452204903,0.0208630035652012,1.9,0.250228882281128,"Random"
"15",1991,2.43447759817752,0.0149133029562564,0.632534003213863,0.527037996632985,2.71428571428571,0.057838259945008,"Checkerboard (negative coherence)"
"16",1992,0.516410661317659,0.605567621151895,0.71935162400844,0.471924295458526,1.9,0.250228882281128,"Random"
"17",1993,0.392265702013553,0.694861902831048,-0.00217234050335833,0.998266724414803,0,0.338032880858517,"Random"
"18",1994,0.30933564417944,0.757066219530381,0.05025663269329,0.959917882167978,0,0.338032880858517,"Random"
"19",1995,0.361409215558098,0.717793559898744,-0.011629033454258,0.99072158287715,0,0.338032880858517,"Random"
"20",1996,0.373880705651276,0.708493071815644,-0.00595475867757432,0.995248818066686,0,0.338032880858517,"Random"
"21",1997,0.375605143753836,0.707210466168235,-0.0359119980712198,0.97135252896203,0,0.338032880858517,"Random"
"22",1998,0.381337913996448,0.702952523925835,0.00113103197600717,0.999097567240973,0,0.338032880858517,"Random"
"23",1999,0.316321797550681,0.7517582678742,0.022424058141201,0.982109689553618,0,0.338032880858517,"Random"
"24",2000,0.356152841843542,0.721726106130312,0.0254985002291718,0.97965734474334,0,0.338032880858517,"Random"
"25",2001,0.329189533037771,0.74201243388531,-0.00487640725393466,0.996109205359998,0,0.338032880858517,"Random"
"26",2002,0.36819626458205,0.712726895433076,-0.00300123999739836,0.997605360537742,0,0.338032880858517,"Random"
"27",2003,0.324837997474804,0.745303684857424,0.0505701443953169,0.959668053694871,0,0.338032880858517,"Random"
"28",2004,0.351667832749452,0.725087387206386,0.0106820911962747,0.991477086445165,0,0.338032880858517,"Random"
"29",2005,0.36398130044006,0.715871973121836,-0.0220513862739455,0.982406965168122,0,0.338032880858517,"Random"
"30",2006,0.353116144103704,0.724001370278721,0.019446591630543,0.984484842678231,0,0.338032880858517,"Random"
"31",2007,0.38061122106778,0.703491753725668,-0.0103998584344368,0.991702263097362,0,0.338032880858517,"Random"
"32",2008,0.413235275660509,0.679434245448361,-0.0373726568444527,0.97018787411207,0,0.338032880858517,"Random"
"33",2009,0.382813892829164,0.701857759770354,-0.0090531960266942,0.992776693335314,0,0.338032880858517,"Random"
"34",2010,0.365566310519076,0.714688717834438,-0.0264033980144267,0.978935583872485,0,0.338032880858517,"Random"
"35",2011,1.51734794244448,0.129178859813363,2.21907143443395,0.0264818650660931,2.53333333333333,0.107627348633227,"Random"
"36",2012,1.35887937555541,0.174184815322893,2.22984425882911,0.0257577839929399,2.53333333333333,0.107627348633227,"Random"
"37",2013,1.45446642381308,0.145817035806988,2.22409608178457,0.0261419804683446,2.53333333333333,0.107627348633227,"Random"
"38",2014,2.33442845590299,0.0195732982192156,1.15952228560497,0.246243357960845,2.71428571428571,0.037446493479673,"Checkerboard (negative coherence)"
"39",2015,2.40913165720552,0.0159905283296981,1.22925972649015,0.218974441909999,2.71428571428571,0.037446493479673,"Checkerboard (negative coherence)"
"40",2016,2.32409735714094,0.0201202766701265,1.17054256231273,0.241782696369335,2.71428571428571,0.037446493479673,"Checkerboard (negative coherence)"
